location,city,country,utc,local,parameter,value,unit,attribution
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-23T01:00:00.000Z,2016-04-22T22:00:00-03:00,o3,66,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-23T01:00:00.000Z,2016-04-22T22:00:00-03:00,pm25,12,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-23T00:00:00.000Z,2016-04-22T21:00:00-03:00,no2,19,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-23T00:00:00.000Z,2016-04-22T21:00:00-03:00,pm25,10,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-23T00:00:00.000Z,2016-04-22T21:00:00-03:00,o3,57,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T23:00:00.000Z,2016-04-22T20:00:00-03:00,pm25,6,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T23:00:00.000Z,2016-04-22T20:00:00-03:00,o3,66,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T23:00:00.000Z,2016-04-22T20:00:00-03:00,no2,16,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T22:00:00.000Z,2016-04-22T19:00:00-03:00,pm25,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T22:00:00.000Z,2016-04-22T19:00:00-03:00,o3,68,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T22:00:00.000Z,2016-04-22T19:00:00-03:00,no2,21,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T21:00:00.000Z,2016-04-22T18:00:00-03:00,pm25,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T21:00:00.000Z,2016-04-22T18:00:00-03:00,o3,79,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T21:00:00.000Z,2016-04-22T18:00:00-03:00,no2,22,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T20:00:00.000Z,2016-04-22T17:00:00-03:00,no2,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T20:00:00.000Z,2016-04-22T17:00:00-03:00,o3,128,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T20:00:00.000Z,2016-04-22T17:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T19:00:00.000Z,2016-04-22T16:00:00-03:00,o3,178,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T19:00:00.000Z,2016-04-22T16:00:00-03:00,no2,23,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T19:00:00.000Z,2016-04-22T16:00:00-03:00,pm25,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T18:00:00.000Z,2016-04-22T15:00:00-03:00,pm25,9,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T18:00:00.000Z,2016-04-22T15:00:00-03:00,o3,179,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T18:00:00.000Z,2016-04-22T15:00:00-03:00,no2,22,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T17:00:00.000Z,2016-04-22T14:00:00-03:00,o3,152,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T17:00:00.000Z,2016-04-22T14:00:00-03:00,no2,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T17:00:00.000Z,2016-04-22T14:00:00-03:00,pm25,10,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T16:00:00.000Z,2016-04-22T13:00:00-03:00,o3,124,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T16:00:00.000Z,2016-04-22T13:00:00-03:00,pm25,15,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T16:00:00.000Z,2016-04-22T13:00:00-03:00,no2,15,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T15:00:00.000Z,2016-04-22T12:00:00-03:00,pm25,11,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T15:00:00.000Z,2016-04-22T12:00:00-03:00,o3,107,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T15:00:00.000Z,2016-04-22T12:00:00-03:00,no2,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T14:00:00.000Z,2016-04-22T11:00:00-03:00,no2,64,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T14:00:00.000Z,2016-04-22T11:00:00-03:00,o3,69,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T14:00:00.000Z,2016-04-22T11:00:00-03:00,pm25,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T13:00:00.000Z,2016-04-22T10:00:00-03:00,o3,40,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T13:00:00.000Z,2016-04-22T10:00:00-03:00,pm25,36,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T13:00:00.000Z,2016-04-22T10:00:00-03:00,no2,106,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T12:00:00.000Z,2016-04-22T09:00:00-03:00,pm25,38,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T12:00:00.000Z,2016-04-22T09:00:00-03:00,no2,92,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T12:00:00.000Z,2016-04-22T09:00:00-03:00,o3,16,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T11:00:00.000Z,2016-04-22T08:00:00-03:00,pm25,32,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T11:00:00.000Z,2016-04-22T08:00:00-03:00,o3,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T11:00:00.000Z,2016-04-22T08:00:00-03:00,no2,57,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T10:00:00.000Z,2016-04-22T07:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T10:00:00.000Z,2016-04-22T07:00:00-03:00,pm25,40,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T10:00:00.000Z,2016-04-22T07:00:00-03:00,no2,42,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T09:00:00.000Z,2016-04-22T06:00:00-03:00,no2,41,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T09:00:00.000Z,2016-04-22T06:00:00-03:00,pm25,42,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T09:00:00.000Z,2016-04-22T06:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T08:00:00.000Z,2016-04-22T05:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T08:00:00.000Z,2016-04-22T05:00:00-03:00,no2,43,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T08:00:00.000Z,2016-04-22T05:00:00-03:00,pm25,44,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T07:00:00.000Z,2016-04-22T04:00:00-03:00,pm25,46,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T07:00:00.000Z,2016-04-22T04:00:00-03:00,no2,48,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T07:00:00.000Z,2016-04-22T04:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T06:00:00.000Z,2016-04-22T03:00:00-03:00,pm25,54,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T06:00:00.000Z,2016-04-22T03:00:00-03:00,no2,52,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T06:00:00.000Z,2016-04-22T03:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T05:00:00.000Z,2016-04-22T02:00:00-03:00,no2,57,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T05:00:00.000Z,2016-04-22T02:00:00-03:00,o3,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T05:00:00.000Z,2016-04-22T02:00:00-03:00,pm25,61,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T04:00:00.000Z,2016-04-22T01:00:00-03:00,pm25,61,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T04:00:00.000Z,2016-04-22T01:00:00-03:00,no2,64,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T04:00:00.000Z,2016-04-22T01:00:00-03:00,o3,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T02:00:00.000Z,2016-04-21T23:00:00-03:00,no2,76,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T02:00:00.000Z,2016-04-21T23:00:00-03:00,o3,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T02:00:00.000Z,2016-04-21T23:00:00-03:00,pm25,31,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T01:00:00.000Z,2016-04-21T22:00:00-03:00,pm25,25,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T01:00:00.000Z,2016-04-21T22:00:00-03:00,no2,80,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T01:00:00.000Z,2016-04-21T22:00:00-03:00,o3,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T00:00:00.000Z,2016-04-21T21:00:00-03:00,no2,66,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T00:00:00.000Z,2016-04-21T21:00:00-03:00,o3,14,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-22T00:00:00.000Z,2016-04-21T21:00:00-03:00,pm25,27,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T23:00:00.000Z,2016-04-21T20:00:00-03:00,o3,25,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T23:00:00.000Z,2016-04-21T20:00:00-03:00,no2,60,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T23:00:00.000Z,2016-04-21T20:00:00-03:00,pm25,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T22:00:00.000Z,2016-04-21T19:00:00-03:00,pm25,17,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T22:00:00.000Z,2016-04-21T19:00:00-03:00,o3,64,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T22:00:00.000Z,2016-04-21T19:00:00-03:00,no2,27,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T21:00:00.000Z,2016-04-21T18:00:00-03:00,no2,11,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T21:00:00.000Z,2016-04-21T18:00:00-03:00,pm25,14,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T21:00:00.000Z,2016-04-21T18:00:00-03:00,o3,91,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T20:00:00.000Z,2016-04-21T17:00:00-03:00,o3,98,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T20:00:00.000Z,2016-04-21T17:00:00-03:00,pm25,7,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T20:00:00.000Z,2016-04-21T17:00:00-03:00,no2,7,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T19:00:00.000Z,2016-04-21T16:00:00-03:00,pm25,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T19:00:00.000Z,2016-04-21T16:00:00-03:00,no2,5,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T19:00:00.000Z,2016-04-21T16:00:00-03:00,o3,89,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T18:00:00.000Z,2016-04-21T15:00:00-03:00,pm25,5,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T18:00:00.000Z,2016-04-21T15:00:00-03:00,no2,6,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T18:00:00.000Z,2016-04-21T15:00:00-03:00,o3,87,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T17:00:00.000Z,2016-04-21T14:00:00-03:00,o3,92,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T17:00:00.000Z,2016-04-21T14:00:00-03:00,pm25,12,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T17:00:00.000Z,2016-04-21T14:00:00-03:00,no2,5,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T16:00:00.000Z,2016-04-21T13:00:00-03:00,pm25,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T16:00:00.000Z,2016-04-21T13:00:00-03:00,o3,87,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T16:00:00.000Z,2016-04-21T13:00:00-03:00,no2,5,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T15:00:00.000Z,2016-04-21T12:00:00-03:00,no2,7,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T15:00:00.000Z,2016-04-21T12:00:00-03:00,o3,87,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T15:00:00.000Z,2016-04-21T12:00:00-03:00,pm25,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T14:00:00.000Z,2016-04-21T11:00:00-03:00,no2,10,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T14:00:00.000Z,2016-04-21T11:00:00-03:00,pm25,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T14:00:00.000Z,2016-04-21T11:00:00-03:00,o3,75,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T13:00:00.000Z,2016-04-21T10:00:00-03:00,o3,57,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T13:00:00.000Z,2016-04-21T10:00:00-03:00,pm25,10,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T13:00:00.000Z,2016-04-21T10:00:00-03:00,no2,14,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T12:00:00.000Z,2016-04-21T09:00:00-03:00,no2,26,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T12:00:00.000Z,2016-04-21T09:00:00-03:00,o3,34,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T12:00:00.000Z,2016-04-21T09:00:00-03:00,pm25,21,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T11:00:00.000Z,2016-04-21T08:00:00-03:00,pm25,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T11:00:00.000Z,2016-04-21T08:00:00-03:00,no2,45,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T11:00:00.000Z,2016-04-21T08:00:00-03:00,o3,9,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T10:00:00.000Z,2016-04-21T07:00:00-03:00,pm25,25,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T10:00:00.000Z,2016-04-21T07:00:00-03:00,no2,45,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T10:00:00.000Z,2016-04-21T07:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T09:00:00.000Z,2016-04-21T06:00:00-03:00,no2,47,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T09:00:00.000Z,2016-04-21T06:00:00-03:00,pm25,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T09:00:00.000Z,2016-04-21T06:00:00-03:00,o3,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T08:00:00.000Z,2016-04-21T05:00:00-03:00,no2,55,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T08:00:00.000Z,2016-04-21T05:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T08:00:00.000Z,2016-04-21T05:00:00-03:00,pm25,22,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T07:00:00.000Z,2016-04-21T04:00:00-03:00,pm25,22,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T07:00:00.000Z,2016-04-21T04:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T06:00:00.000Z,2016-04-21T03:00:00-03:00,pm25,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-04-21T06:00:00.000Z,2016-04-21T03:00:00-03:00,no2,55,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
